True (T) or No Data (C);Year;Solar Longitude;Sol;Wind Speed m/sec;Wind Direction;Pressure mb;Temp F;Temp C
C;2;61.435;545.82;0;0;0;-459.67;-273.15
C;2;61.452;545.86;0;0;0;-459.67;-273.15
C;2;61.471;545.9;0;0;0;-459.67;-273.15
C;2;61.488;545.94;0;0;0;-459.67;-273.15
C;2;61.506;545.98;0;0;0;-459.67;-273.15
C;2;61.524;546.02;0;0;0;-459.67;-273.15
C;2;61.542;546.06;0;0;0;-459.67;-273.15
C;2;61.56;546.1;0;0;0;-459.67;-273.15
C;2;61.578;546.14;0;0;0;-459.67;-273.15
C;2;61.596;546.18;0;0;0;-459.67;-273.15
C;2;61.614;546.22;0;0;0;-459.67;-273.15
C;2;61.632;546.26;0;0;0;-459.67;-273.15
C;2;61.65;546.3;0;0;0;-459.67;-273.15
C;2;61.668;546.34;0;0;0;-459.67;-273.15
C;2;61.686;546.38;0;0;0;-459.67;-273.15
C;2;61.704;546.42;0;0;0;-459.67;-273.15
C;2;61.722;546.46;0;0;0;-459.67;-273.15
C;2;61.74;546.5;0;0;0;-459.67;-273.15
C;2;61.758;546.54;0;0;0;-459.67;-273.15
C;2;61.776;546.58;0;0;0;-459.67;-273.15
C;2;61.794;546.62;0;0;0;-459.67;-273.15
C;2;61.812;546.66;0;0;0;-459.67;-273.15
C;2;61.83;546.7;0;0;0;-459.67;-273.15
C;2;61.848;546.74;0;0;0;-459.67;-273.15
C;2;61.866;546.78;0;0;0;-459.67;-273.15
C;2;61.884;546.82;0;0;0;-459.67;-273.15
C;2;61.902;546.86;0;0;0;-459.67;-273.15
C;2;61.92;546.9;0;0;0;-459.67;-273.15
C;2;61.938;546.94;0;0;0;-459.67;-273.15
C;2;61.956;546.98;0;0;0;-459.67;-273.15
C;2;61.974;547.02;0;0;0;-459.67;-273.15
C;2;61.992;547.06;0;0;0;-459.67;-273.15
C;2;62.01;547.1;0;0;0;-459.67;-273.15
C;2;62.028;547.14;0;0;0;-459.67;-273.15
C;2;62.046;547.18;0;0;0;-459.67;-273.15
C;2;62.064;547.22;0;0;0;-459.67;-273.15
C;2;62.082;547.26;0;0;0;-459.67;-273.15
C;2;62.1;547.3;0;0;0;-459.67;-273.15
C;2;62.118;547.34;0;0;0;-459.67;-273.15
C;2;62.136;547.38;0;0;0;-459.67;-273.15
C;2;62.154;547.42;0;0;0;-459.67;-273.15
C;2;62.172;547.46;0;0;0;-459.67;-273.15
C;2;62.19;547.5;0;0;0;-459.67;-273.15
C;2;62.208;547.54;0;0;0;-459.67;-273.15
C;2;62.226;547.58;0;0;0;-459.67;-273.15
C;2;62.244;547.62;0;0;0;-459.67;-273.15
C;2;62.262;547.66;0;0;0;-459.67;-273.15
C;2;62.28;547.7;0;0;0;-459.67;-273.15
C;2;62.298;547.74;0;0;0;-459.67;-273.15
C;2;62.316;547.78;0;0;0;-459.67;-273.15
C;2;62.334;547.82;0;0;0;-459.67;-273.15
C;2;62.352;547.86;0;0;0;-459.67;-273.15
C;2;62.37;547.9;0;0;0;-459.67;-273.15
C;2;62.387;547.94;0;0;0;-459.67;-273.15
C;2;62.406;547.98;0;0;0;-459.67;-273.15
C;2;62.423;548.02;0;0;0;-459.67;-273.15
C;2;62.441;548.06;0;0;0;-459.67;-273.15
C;2;62.459;548.1;0;0;0;-459.67;-273.15
C;2;62.477;548.14;0;0;0;-459.67;-273.15
C;2;62.495;548.18;0;0;0;-459.67;-273.15
C;2;62.513;548.22;0;0;0;-459.67;-273.15
C;2;62.531;548.26;0;0;0;-459.67;-273.15
C;2;62.549;548.3;0;0;0;-459.67;-273.15
C;2;62.567;548.34;0;0;0;-459.67;-273.15
C;2;62.585;548.38;0;0;0;-459.67;-273.15
C;2;62.603;548.42;0;0;0;-459.67;-273.15
C;2;62.621;548.46;0;0;0;-459.67;-273.15
C;2;62.639;548.5;0;0;0;-459.67;-273.15
C;2;62.657;548.54;0;0;0;-459.67;-273.15
C;2;62.675;548.58;0;0;0;-459.67;-273.15
C;2;62.693;548.62;0;0;0;-459.67;-273.15
C;2;62.711;548.66;0;0;0;-459.67;-273.15
C;2;62.729;548.7;0;0;0;-459.67;-273.15
C;2;62.747;548.74;0;0;0;-459.67;-273.15
C;2;62.765;548.78;0;0;0;-459.67;-273.15
C;2;62.783;548.82;0;0;0;-459.67;-273.15
C;2;62.801;548.86;0;0;0;-459.67;-273.15
C;2;62.819;548.9;0;0;0;-459.67;-273.15
C;2;62.837;548.94;0;0;0;-459.67;-273.15
C;2;62.855;548.98;0;0;0;-459.67;-273.15
C;2;62.873;549.02;0;0;0;-459.67;-273.15
C;2;62.891;549.06;0;0;0;-459.67;-273.15
C;2;62.909;549.1;0;0;0;-459.67;-273.15
C;2;62.927;549.14;0;0;0;-459.67;-273.15
C;2;62.945;549.18;0;0;0;-459.67;-273.15
C;2;62.963;549.22;0;0;0;-459.67;-273.15
C;2;62.981;549.26;0;0;0;-459.67;-273.15
C;2;62.999;549.3;0;0;0;-459.67;-273.15
C;2;63.017;549.34;0;0;0;-459.67;-273.15
C;2;63.035;549.38;0;0;0;-459.67;-273.15
C;2;63.053;549.42;0;0;0;-459.67;-273.15
C;2;63.07;549.46;0;0;0;-459.67;-273.15
C;2;63.088;549.5;0;0;0;-459.67;-273.15
C;2;63.106;549.54;0;0;0;-459.67;-273.15
C;2;63.124;549.58;0;0;0;-459.67;-273.15
C;2;63.142;549.62;0;0;0;-459.67;-273.15
C;2;63.16;549.66;0;0;0;-459.67;-273.15
C;2;63.178;549.7;0;0;0;-459.67;-273.15
C;2;63.196;549.74;0;0;0;-459.67;-273.15
C;2;63.214;549.78;0;0;0;-459.67;-273.15
C;2;63.232;549.82;0;0;0;-459.67;-273.15
C;2;63.25;549.86;0;0;0;-459.67;-273.15
C;2;63.268;549.9;0;0;0;-459.67;-273.15
C;2;63.286;549.94;0;0;0;-459.67;-273.15
C;2;63.304;549.98;0;0;0;-459.67;-273.15
C;2;63.322;550.02;0;0;0;-459.67;-273.15
C;2;63.34;550.06;0;0;0;-459.67;-273.15
C;2;63.358;550.1;0;0;0;-459.67;-273.15
C;2;63.376;550.14;0;0;0;-459.67;-273.15
C;2;63.394;550.18;0;0;0;-459.67;-273.15
C;2;63.412;550.22;0;0;0;-459.67;-273.15
C;2;63.43;550.26;0;0;0;-459.67;-273.15
C;2;63.448;550.3;0;0;0;-459.67;-273.15
C;2;63.466;550.34;0;0;0;-459.67;-273.15
C;2;63.484;550.38;0;0;0;-459.67;-273.15
C;2;63.502;550.42;0;0;0;-459.67;-273.15
C;2;63.52;550.46;0;0;0;-459.67;-273.15
C;2;63.538;550.5;0;0;0;-459.67;-273.15
C;2;63.556;550.54;0;0;0;-459.67;-273.15
C;2;63.574;550.58;0;0;0;-459.67;-273.15
C;2;63.591;550.62;0;0;0;-459.67;-273.15
C;2;63.61;550.66;0;0;0;-459.67;-273.15
C;2;63.627;550.7;0;0;0;-459.67;-273.15
C;2;63.645;550.74;0;0;0;-459.67;-273.15
C;2;63.663;550.78;0;0;0;-459.67;-273.15
C;2;63.681;550.82;0;0;0;-459.67;-273.15
C;2;63.699;550.86;0;0;0;-459.67;-273.15
C;2;63.717;550.9;0;0;0;-459.67;-273.15
C;2;63.735;550.94;0;0;0;-459.67;-273.15
C;2;63.753;550.98;0;0;0;-459.67;-273.15
C;2;63.771;551.02;0;0;0;-459.67;-273.15
C;2;63.789;551.06;0;0;0;-459.67;-273.15
C;2;63.807;551.1;0;0;0;-459.67;-273.15
C;2;63.825;551.14;0;0;0;-459.67;-273.15
C;2;63.843;551.18;0;0;0;-459.67;-273.15
C;2;63.861;551.22;0;0;0;-459.67;-273.15
C;2;63.879;551.26;0;0;0;-459.67;-273.15
C;2;63.897;551.3;0;0;0;-459.67;-273.15
C;2;63.915;551.34;0;0;0;-459.67;-273.15
C;2;63.933;551.38;0;0;0;-459.67;-273.15
C;2;63.951;551.42;0;0;0;-459.67;-273.15
C;2;63.969;551.46;0;0;0;-459.67;-273.15
C;2;63.987;551.5;0;0;0;-459.67;-273.15
C;2;64.005;551.54;0;0;0;-459.67;-273.15
C;2;64.023;551.58;0;0;0;-459.67;-273.15
C;2;64.041;551.62;0;0;0;-459.67;-273.15
C;2;64.059;551.66;0;0;0;-459.67;-273.15
C;2;64.077;551.7;0;0;0;-459.67;-273.15
C;2;64.095;551.74;0;0;0;-459.67;-273.15
C;2;64.112;551.78;0;0;0;-459.67;-273.15
C;2;64.13;551.82;0;0;0;-459.67;-273.15
C;2;64.148;551.86;0;0;0;-459.67;-273.15
C;2;64.166;551.9;0;0;0;-459.67;-273.15
C;2;64.184;551.94;0;0;0;-459.67;-273.15
C;2;64.202;551.98;0;0;0;-459.67;-273.15
T;2;64.22;552.02;1.2;90;8.96;-97.55;-71.97
T;2;64.238;552.06;1.1;80;8.96;-102.1;-74.5
T;2;64.256;552.1;1.6;98;8.96;-106.65;-77.03
T;2;64.274;552.14;2;102;8.96;-106.1;-76.72
T;2;64.292;552.18;2;96;8.96;-109.71;-78.73
T;2;64.31;552.22;2.9;117;8.96;-99.87;-73.26
T;2;64.328;552.26;3.1;131;8.96;-83.69;-64.27
T;2;64.346;552.3;3.1;159;8.96;-63.98;-53.32
T;2;64.364;552.34;4.2;193;8.96;-58.67;-50.37
T;2;64.382;552.38;4.2;210;8.96;-51.72;-46.51
T;2;64.4;552.42;4;223;8.96;-45.6;-43.11
T;2;64.418;552.46;3.1;243;8.96;-39.75;-39.86
T;2;64.436;552.5;2.6;295;8.96;-35.12;-37.29
T;2;64.454;552.54;2.9;312;8.96;-32.42;-35.79
T;2;64.472;552.58;3.1;304;8.96;-25.71;-32.06
T;2;64.49;552.62;2.5;286;8.96;-22.65;-30.36
T;2;64.508;552.66;2.6;301;8.96;-19.95;-28.86
T;2;64.526;552.7;2.2;335;8.91;-22.52;-30.29
T;2;64.544;552.74;2.1;351;8.88;-27.53;-33.07
T;2;64.561;552.78;1.2;340;8.88;-37.43;-38.57
T;2;64.579;552.82;1;294;8.96;-68.04;-55.58
T;2;64.597;552.86;1.1;326;9;-78;-61.11
T;2;64.615;552.9;0.8;72;9;-86.87;-66.04
T;2;64.633;552.94;1.1;90;8.99;-88.08;-66.71
T;2;64.651;552.98;1.6;67;9.01;-97.47;-71.93
T;2;64.669;553.02;1.7;90;9.05;-98.36;-72.42
T;2;64.687;553.06;1.3;90;8.99;-103.27;-75.15
T;2;64.705;553.1;1.8;96;8.96;-103.88;-75.49
T;2;64.723;553.14;1.9;77;8.96;-110.22;-79.01
T;2;64.741;553.18;2.3;103;8.96;-110.79;-79.33
T;2;64.759;553.22;2.8;126;8.96;-99.45;-73.03
T;2;64.777;553.26;2.8;129;8.96;-86.53;-65.85
T;2;64.795;553.3;3.5;153;9.02;-64.98;-53.88
T;2;64.813;553.34;4.2;181;8.99;-56.79;-49.33
T;2;64.831;553.38;5;198;8.96;-51.29;-46.27
T;2;64.849;553.42;4.4;216;8.96;-46.44;-43.58
T;2;64.867;553.46;4.2;238;8.96;-41.94;-41.08
T;2;64.885;553.5;2.9;236;8.96;-36.56;-38.09
T;2;64.903;553.54;3;300;8.96;-29.79;-34.33
T;2;64.921;553.58;2.7;295;8.96;-25.13;-31.74
T;2;64.939;553.62;2.1;323;8.96;-18.54;-28.08
T;2;64.957;553.66;2.2;312;8.96;-20.6;-29.22
T;2;64.975;553.7;3;342;8.91;-18.98;-28.32
T;2;64.992;553.74;2.3;0;8.88;-27.56;-33.09
T;2;65.01;553.78;1.1;0;8.88;-39.51;-39.73
T;2;65.028;553.82;0.5;37;8.96;-69.45;-56.36
T;2;65.046;553.86;0.7;81;8.96;-78.25;-61.25
T;2;65.064;553.9;0.9;60;8.96;-87.75;-66.53
T;2;65.082;553.94;1;53;8.96;-94;-70
T;2;65.1;553.98;0.9;69;8.96;-99.99;-73.33
T;2;65.118;554.02;1;58;8.96;-101.96;-74.42
T;2;65.136;554.06;1.2;70;8.96;-103.22;-75.12
T;2;65.154;554.1;1.4;81;8.96;-104.24;-75.69
T;2;65.172;554.14;2.2;66;8.96;-112.67;-80.37
T;2;65.19;554.18;2.6;67;8.96;-112.16;-80.09
T;2;65.208;554.22;3;111;8.96;-100.75;-73.75
T;2;65.226;554.26;2.6;132;8.96;-86.84;-66.02
T;2;65.244;554.3;3.8;153;8.96;-68.13;-55.63
T;2;65.262;554.34;4;175;8.96;-54.06;-47.81
T;2;65.28;554.38;4.1;198;8.96;-49.86;-45.48
T;2;65.298;554.42;4;217;8.96;-44.68;-42.6
T;2;65.316;554.46;3.3;224;8.96;-42.68;-41.49
T;2;65.334;554.5;2.7;227;8.96;-37.7;-38.72
T;2;65.352;554.54;3;292;8.94;-37.03;-38.35
T;2;65.369;554.58;2.5;351;8.94;-31.16;-35.09
T;2;65.387;554.62;2;338;8.96;-21.66;-29.81
T;2;65.405;554.66;1.4;337;8.92;-22.22;-30.12
T;2;65.423;554.7;2;4;8.88;-21.89;-29.94
T;2;65.441;554.74;1.7;0;8.88;-28.53;-33.63
T;2;65.459;554.78;0.6;9;8.88;-39.86;-39.92
T;2;65.477;554.82;0.4;27;8.94;-62.82;-52.68
T;2;65.495;554.86;0.6;79;8.96;-79.11;-61.73
T;2;65.513;554.9;0.8;82;8.96;-84.23;-64.57
T;2;65.531;554.94;1;66;8.96;-93.98;-69.99
T;2;65.549;554.98;0.9;72;8.96;-97.46;-71.92
T;2;65.567;555.02;1;66;8.96;-102.78;-74.88
T;2;65.585;555.06;1.2;70;8.96;-106.19;-76.77
T;2;65.603;555.1;2;90;8.96;-107.66;-77.59
T;2;65.621;555.14;1.6;86;8.96;-109.41;-78.56
T;2;65.639;555.18;1.6;90;8.96;-111.35;-79.64
T;2;65.657;555.22;2;87;8.96;-105;-76.11
T;2;65.675;555.26;3.9;113;8.96;-87.09;-66.16
T;2;65.693;555.3;5.6;125;8.96;-75.77;-59.87
T;2;65.711;555.34;4;141;8.96;-54.53;-48.07
T;2;65.729;555.38;3.3;188;8.96;-44.84;-42.69
T;2;65.747;555.42;3;214;8.96;-42.59;-41.44
T;2;65.764;555.46;2.3;227;8.96;-39.05;-39.47
T;2;65.782;555.5;2.3;270;8.96;-39.05;-39.47
T;2;65.8;555.54;2.6;288;8.9;-37.62;-38.68
T;2;65.818;555.58;2.3;305;8.91;-26.34;-32.41
T;2;65.836;555.62;2.4;345;8.88;-20.56;-29.2
T;2;65.854;555.66;2;5;8.88;-15.11;-26.17
T;2;65.872;555.7;2.3;24;8.88;-20.61;-29.23
T;2;65.89;555.74;2.3;11;8.88;-27.78;-33.21
T;2;65.908;555.78;0.9;354;8.88;-39.86;-39.92
T;2;65.926;555.82;0.9;0;8.91;-60.39;-51.33
T;2;65.944;555.86;1.1;34;8.96;-78.83;-61.57
T;2;65.962;555.9;0.8;67;8.96;-86.55;-65.86
T;2;65.98;555.94;0.9;63;8.96;-93.24;-69.58
T;2;65.998;555.98;0.6;22;8.96;-98.63;-72.57
T;2;66.016;556.02;0.9;67;8.96;-102.17;-74.54
T;2;66.034;556.06;1.4;99;8.96;-105.5;-76.39
T;2;66.052;556.1;1.2;90;8.96;-103.68;-75.38
T;2;66.07;556.14;1.6;86;8.96;-113.62;-80.9
T;2;66.088;556.18;2.6;90;8.96;-114.5;-81.39
T;2;66.105;556.22;3.5;100;8.96;-108.22;-77.9
T;2;66.123;556.26;4.9;109;8.96;-95.78;-70.99
T;2;66.141;556.3;5.7;120;8.96;-79.65;-62.03
T;2;66.159;556.34;5.1;132;8.96;-60.02;-51.12
T;2;66.177;556.38;3.5;145;8.96;-43.22;-41.79
T;2;66.195;556.42;3.2;165;8.96;-36.45;-38.03
T;2;66.213;556.46;2.7;183;8.96;-37.08;-38.38
T;2;66.231;556.5;2.2;186;8.91;-36.98;-38.32
T;2;66.249;556.54;2.3;243;8.88;-34.24;-36.8
T;2;66.267;556.58;1.9;250;8.88;-26.14;-32.3
T;2;66.285;556.62;2.2;37;8.88;-19.62;-28.68
T;2;66.303;556.66;1.8;310;8.88;-16.82;-27.12
T;2;66.321;556.7;2.4;49;8.88;-22.5;-30.28
T;2;66.339;556.74;2.5;33;8.88;-26.48;-32.49
T;2;66.357;556.78;0.9;27;8.88;-40.34;-40.19
T;2;66.375;556.82;0.8;23;8.94;-61.47;-51.93
T;2;66.393;556.86;1.2;24;8.96;-78.41;-61.34
T;2;66.411;556.9;1.4;30;8.96;-86.85;-66.03
T;2;66.429;556.94;1.2;55;8.96;-93.05;-69.47
T;2;66.447;556.98;1.1;56;8.96;-95.98;-71.1
T;2;66.464;557.02;1.2;59;8.96;-103.59;-75.33
T;2;66.482;557.06;1.9;87;8.96;-107.39;-77.44
T;2;66.5;557.1;1.5;78;8.96;-111.05;-79.47
T;2;66.518;557.14;1.4;60;8.96;-112.95;-80.53
T;2;66.536;557.18;2.5;63;8.96;-113.84;-81.02
T;2;66.554;557.22;3.2;77;8.96;-107.43;-77.46
T;2;66.572;557.26;5;110;8.96;-88.8;-67.11
T;2;66.59;557.3;6.9;118;8.96;-77.55;-60.86
T;2;66.608;557.34;5.6;127;8.96;-61.11;-51.73
T;2;66.626;557.38;3.7;130;8.96;-45.36;-42.98
T;2;66.644;557.42;3;133;8.96;-38.76;-39.31
T;2;66.662;557.46;2.4;114;8.94;-34.31;-36.84
T;2;66.68;557.5;2.1;114;8.88;-33.97;-36.65
T;2;66.698;557.54;2;72;8.88;-30.73;-34.85
T;2;66.716;557.58;1.9;7;8.88;-27.45;-33.03
T;2;66.734;557.62;2.8;43;8.88;-21.68;-29.82
T;2;66.752;557.66;2.3;36;8.88;-19.52;-28.62
T;2;66.77;557.7;2.4;32;8.88;-17.5;-27.5
T;2;66.788;557.74;2.8;16;8.88;-26.9;-32.72
T;2;66.805;557.78;1.5;20;8.88;-40.18;-40.1
T;2;66.823;557.82;1;18;8.88;-63.11;-52.84
T;2;66.841;557.86;1.2;52;8.9;-81.94;-63.3
T;2;66.859;557.9;2;35;8.94;-84.26;-64.59
T;2;66.877;557.94;1;66;8.96;-92.88;-69.38
T;2;66.895;557.98;1;61;8.96;-95.64;-70.91
T;2;66.913;558.02;1.3;51;8.96;-99.22;-72.9
T;2;66.931;558.06;1.2;66;8.96;-105.68;-76.49
T;2;66.949;558.1;1.9;78;8.96;-108;-77.78
T;2;66.967;558.14;1.6;117;8.96;-108.49;-78.05
T;2;66.985;558.18;1.4;90;8.96;-109.79;-78.77
T;2;67.003;558.22;2;93;8.96;-99.54;-73.08
T;2;67.021;558.26;3.9;113;8.96;-89.57;-67.54
T;2;67.039;558.3;6.1;118;8.96;-83.25;-64.03
T;2;67.057;558.34;1.8;-180;8.96;-39.77;-39.87
T;2;67.075;558.38;1.9;184;8.96;-42.97;-41.65
T;2;67.093;558.42;2.1;207;8.96;-42.07;-41.15
T;2;67.111;558.46;2.3;210;8.92;-40.05;-40.03
T;2;67.128;558.5;2.4;243;8.88;-43.1;-41.72
T;2;67.146;558.54;2.4;312;8.88;-33.5;-36.39
T;2;67.164;558.58;3.1;322;8.88;-27.54;-33.08
T;2;67.182;558.62;2.2;340;8.88;-27.53;-33.07
C;2;67.2;558.66;0;0;8.88;-459.67;-273.15
C;2;67.218;558.7;0;0;0;-459.67;-273.15
C;2;67.236;558.74;0;0;0;-459.67;-273.15
C;2;67.254;558.78;0;0;0;-459.67;-273.15
C;2;67.272;558.82;0;0;0;-459.67;-273.15
C;2;67.29;558.86;0;0;0;-459.67;-273.15
C;2;67.308;558.9;0;0;0;-459.67;-273.15
C;2;67.326;558.94;0;0;0;-459.67;-273.15
C;2;67.344;558.98;0;0;0;-459.67;-273.15
C;2;67.362;559.02;0;0;0;-459.67;-273.15
C;2;67.38;559.06;0;0;0;-459.67;-273.15
C;2;67.398;559.1;0;0;0;-459.67;-273.15
C;2;67.416;559.14;0;0;0;-459.67;-273.15
C;2;67.434;559.18;0;0;0;-459.67;-273.15
T;2;67.451;559.22;2.9;122;8.96;-99.65;-73.14
T;2;67.469;559.26;3.5;128;8.96;-86.78;-65.99
T;2;67.487;559.3;3.3;129;8.96;-76.88;-60.49
T;2;67.505;559.34;4.8;185;8.96;-47.25;-44.03
T;2;67.523;559.38;5.1;201;8.96;-47.72;-44.29
T;2;67.541;559.42;4.6;210;8.96;-44.77;-42.65
T;2;67.559;559.46;4.2;233;8.92;-42.18;-41.21
T;2;67.577;559.5;3.5;257;8.88;-40.61;-40.34
T;2;67.595;559.54;3.4;300;8.88;-38.7;-39.28
T;2;67.613;559.58;3.2;308;8.88;-25.8;-32.11
T;2;67.631;559.62;2.8;322;8.88;-20.94;-29.41
T;2;67.649;559.66;2.9;339;8.88;-24.3;-31.28
T;2;67.667;559.7;2;356;8.88;-21.24;-29.58
T;2;67.685;559.74;2.4;18;8.88;-28.01;-33.34
T;2;67.703;559.78;1;6;8.88;-37.84;-38.8
T;2;67.721;559.82;0.6;329;8.88;-61.15;-51.75
T;2;67.739;559.86;0.5;333;8.88;-80.09;-62.27
T;2;67.756;559.9;0.7;72;8.96;-87.72;-66.51
T;2;67.774;559.94;1.4;82;8.96;-92.51;-69.17
T;2;67.792;559.98;1.5;90;8.96;-96.79;-71.55
T;2;67.81;560.02;1.2;119;8.96;-97.26;-71.81
T;2;67.828;560.06;1.1;103;8.96;-98.84;-72.69
T;2;67.846;560.1;1.3;90;8.96;-106.47;-76.93
T;2;67.864;560.14;1.5;102;8.96;-109.84;-78.8
T;2;67.882;560.18;2.1;117;8.96;-110.34;-79.08
T;2;67.9;560.22;2.6;132;8.96;-101.22;-74.01
T;2;67.918;560.26;2.8;136;8.96;-82.28;-63.49
T;2;67.936;560.3;3.7;157;8.96;-64.37;-53.54
T;2;67.954;560.34;3.5;173;8.96;-53.57;-47.54
T;2;67.972;560.38;4.1;192;8.96;-46.53;-43.63
T;2;67.99;560.42;4.5;208;8.96;-43.65;-42.03
T;2;68.008;560.46;4.3;212;8.96;-40.72;-40.4
T;2;68.026;560.5;3.1;232;0;-38.52;-39.18
T;2;68.044;560.54;2.6;238;0;-36.15;-37.86
C;2;68.061;560.58;0;0;0;-459.67;-273.15
C;2;68.079;560.62;0;0;0;-459.67;-273.15
C;2;68.097;560.66;0;0;0;-459.67;-273.15
C;2;68.115;560.7;0;0;0;-459.67;-273.15
C;2;68.133;560.74;0;0;0;-459.67;-273.15
C;2;68.151;560.78;0;0;0;-459.67;-273.15
C;2;68.169;560.82;0;0;0;-459.67;-273.15
C;2;68.187;560.86;0;0;0;-459.67;-273.15
C;2;68.205;560.9;0;0;0;-459.67;-273.15
C;2;68.223;560.94;0;0;0;-459.67;-273.15
C;2;68.241;560.98;0;0;0;-459.67;-273.15
C;2;86.235;601.02;0;0;0;-459.67;-273.15
C;2;86.253;601.06;0;0;0;-459.67;-273.15
C;2;86.271;601.1;0;0;0;-459.67;-273.15
C;2;86.289;601.14;0;0;0;-459.67;-273.15
C;2;86.307;601.18;0;0;0;-459.67;-273.15
C;2;86.325;601.22;0;0;0;-459.67;-273.15
C;2;86.343;601.26;0;0;0;-459.67;-273.15
C;2;86.361;601.3;0;0;0;-459.67;-273.15
C;2;86.379;601.34;0;0;0;-459.67;-273.15
C;2;86.397;601.38;0;0;0;-459.67;-273.15
C;2;86.415;601.42;0;0;0;-459.67;-273.15
C;2;86.434;601.46;0;0;0;-459.67;-273.15
C;2;86.452;601.5;0;0;0;-459.67;-273.15
C;2;86.47;601.54;0;0;0;-459.67;-273.15
C;2;86.488;601.58;0;0;0;-459.67;-273.15
C;2;86.506;601.62;0;0;0;-459.67;-273.15
C;2;86.524;601.66;0;0;0;-459.67;-273.15
C;2;86.542;601.7;0;0;0;-459.67;-273.15
C;2;86.56;601.74;0;0;0;-459.67;-273.15
C;2;86.578;601.78;0;0;0;-459.67;-273.15
C;2;86.596;601.82;0;0;0;-459.67;-273.15
C;2;86.614;601.86;0;0;0;-459.67;-273.15
C;2;86.632;601.9;0;0;0;-459.67;-273.15
C;2;86.65;601.94;0;0;0;-459.67;-273.15
C;2;86.668;601.98;0;0;0;-459.67;-273.15
C;2;86.687;602.02;0;0;0;-459.67;-273.15
C;2;86.705;602.06;0;0;0;-459.67;-273.15
C;2;86.723;602.1;0;0;0;-459.67;-273.15
C;2;86.741;602.14;0;0;0;-459.67;-273.15
C;2;86.759;602.18;0;0;0;-459.67;-273.15
C;2;86.777;602.22;0;0;0;-459.67;-273.15
C;2;86.795;602.26;0;0;0;-459.67;-273.15
C;2;86.813;602.3;0;0;0;-459.67;-273.15
C;2;86.831;602.34;0;0;0;-459.67;-273.15
C;2;86.849;602.38;0;0;0;-459.67;-273.15
C;2;86.867;602.42;0;0;0;-459.67;-273.15
C;2;86.885;602.46;0;0;0;-459.67;-273.15
C;2;86.904;602.5;0;0;0;-459.67;-273.15
C;2;86.922;602.54;0;0;0;-459.67;-273.15
C;2;86.94;602.58;0;0;0;-459.67;-273.15
C;2;86.958;602.62;0;0;0;-459.67;-273.15
C;2;86.976;602.66;0;0;0;-459.67;-273.15
C;2;86.994;602.7;0;0;0;-459.67;-273.15
C;2;87.012;602.74;0;0;0;-459.67;-273.15
C;2;87.03;602.78;0;0;0;-459.67;-273.15
C;2;87.048;602.82;0;0;0;-459.67;-273.15
C;2;87.066;602.86;0;0;0;-459.67;-273.15
C;2;87.084;602.9;0;0;0;-459.67;-273.15
C;2;87.102;602.94;0;0;0;-459.67;-273.15
C;2;87.121;602.98;0;0;0;-459.67;-273.15
C;2;87.139;603.02;0;0;0;-459.67;-273.15
C;2;87.157;603.06;0;0;0;-459.67;-273.15
C;2;87.175;603.1;0;0;0;-459.67;-273.15
C;2;87.193;603.14;0;0;0;-459.67;-273.15
C;2;87.211;603.18;0;0;0;-459.67;-273.15
C;2;87.229;603.22;0;0;0;-459.67;-273.15
C;2;87.247;603.26;0;0;0;-459.67;-273.15
C;2;87.265;603.3;0;0;0;-459.67;-273.15
C;2;87.283;603.34;0;0;0;-459.67;-273.15
C;2;87.301;603.38;0;0;0;-459.67;-273.15
C;2;87.32;603.42;0;0;0;-459.67;-273.15
C;2;87.338;603.46;0;0;0;-459.67;-273.15
C;2;87.356;603.5;0;0;0;-459.67;-273.15
C;2;87.374;603.54;0;0;0;-459.67;-273.15
C;2;87.392;603.58;0;0;0;-459.67;-273.15
C;2;87.41;603.62;0;0;0;-459.67;-273.15
C;2;87.428;603.66;0;0;0;-459.67;-273.15
C;2;87.446;603.7;0;0;0;-459.67;-273.15
C;2;87.464;603.74;0;0;0;-459.67;-273.15
C;2;87.482;603.78;0;0;0;-459.67;-273.15
C;2;87.5;603.82;0;0;0;-459.67;-273.15
C;2;87.519;603.86;0;0;0;-459.67;-273.15
C;2;87.537;603.9;0;0;0;-459.67;-273.15
C;2;87.555;603.94;0;0;0;-459.67;-273.15
C;2;87.573;603.98;0;0;0;-459.67;-273.15
C;2;87.591;604.02;0;0;0;-459.67;-273.15
C;2;87.609;604.06;0;0;0;-459.67;-273.15
C;2;87.627;604.1;0;0;0;-459.67;-273.15
C;2;87.645;604.14;0;0;0;-459.67;-273.15
C;2;87.663;604.18;0;0;0;-459.67;-273.15
C;2;87.681;604.22;0;0;0;-459.67;-273.15
C;2;87.7;604.26;0;0;0;-459.67;-273.15
C;2;87.718;604.3;0;0;0;-459.67;-273.15
C;2;87.736;604.34;0;0;0;-459.67;-273.15
C;2;87.754;604.38;0;0;0;-459.67;-273.15
C;2;87.772;604.42;0;0;0;-459.67;-273.15
C;2;87.79;604.46;0;0;0;-459.67;-273.15
C;2;87.808;604.5;0;0;0;-459.67;-273.15
C;2;87.826;604.54;0;0;0;-459.67;-273.15
C;2;87.844;604.58;0;0;0;-459.67;-273.15
C;2;87.862;604.62;0;0;0;-459.67;-273.15
C;2;87.881;604.66;0;0;0;-459.67;-273.15
