# Gothic word list, compiled by Dr. Moritz Heyne, published in 1896
# Herkunft: goth_heyne.txt (Dr. Moritz Heyne, 1896), ASCII
# bearbeitet mit Lotus WordPro 9.7, Text-Importeinstellung: Codepage 1252,
# Wagenrücklauf nach jedem Absatz
# 1. Durchgehen: 03/07.2007 .. 05/07.2007
# 2. Durchgehen inkl. Streichung falscher Wörter 06/07.2007 .. 08.07.2007
# An asterisk * denotes a reconstructed word which has not been testified.
Maeinan|Mainan (Menna)
Magdalan|Magdala
Magdalene|Magdalene
Mahaþ|Mahath
Mailaian|Melea
Mailkei|(gen. Mailkeins u. Mailkeis), Melchi
Maisaullam|Mesullam
Makebis|(gen. Makebis), Magebis
Makidona|s. Makidonja
Makidoneis|plur., die Macedonier
Makidonja|Macedonien
Makmas|(gen. Makmas), Machmas
Maleilaiel|Maleleel (Malalel)
Malkus|Malchus
Mambres|Mambres
Maria|Maria
Marja|und Mariam; s. Maria
Markaillus|Marcellus
Markus|Markus
Marþa|Martha
Mattaþan|Mattatha (Mathat)
Mattaþius|(gen. Mattaþiaus und Mattaþiwis), Mattathias
Matþaius|Matthäus
Matþat|Matthat
Maþusal|Mathusala
Maþþaius|s. Matþaius
Merila|Merila
Moses|(gen. Mosezis, dat. Moseza und Mose), Moses
Nabaw|(gen. Nabawis), Nabo
Naen|Nain
Naggai|(gen. Naggais), Nagge
Nahasson|Naasson
Naiman|Naeman (Naaman)
Naitofaþeis|Netopha
Nakor|Nachor
Naubaimbair|Fremdw., November
Nauel|Noe
Naum|Nahum
Nazaraiþ|Nazareth
Nazoraius|aus Nazareth, Nazarener
Nazorenus|aus Nazareth, Nazarener
Naþan|Nathan
Nerin|(gen. Nerins), Neri
Nikaudemus|Nikodemus
Nymfas|Nymphas
O|o!; pfui
Obeid|Obed
Odueias|Odovias
Osaias|Oseas: dat. Osaiin
Paida|Rock
Paitrus|Petrus
Pauntius|Paunteus, Pontius
Pawlus|Paulus
Peilatus|Pilatus
Priska|Priska (Priscilla)
Puntius|s. Pauntius
Qainon|weinen, trauern
Qartus|Quartus
Rabbaunei|Fremdw., Rabboni, Lehrer, Meister
Ragaw|Ragau
Raibaikka|Rebekka
Rama|Rama
Resa|Resa
Rufus|Rufus
Ruma|Rom
Rumoneis|plur., die Römer
sa|fem. so, n. þata, 1. dieser, diese, dieses; 2. pron. pers., selbst; er, sie, es; 3. artic., der, die, das
Sabaillius|Sabellius
Sabaoþ|Fremdw., Sabaoth
Saddukaius|Sadduzäer
Saillaum|Sellum
Saimaiein|Semei
Sainnaa|Senaa
Sairok|Seruch (Sarug)
Saixaineias|Sechenias
Salam|Sala (Sale)
Salaþiel|Salathiel
Salmon|Salmon
Salome|Salome
Samareites|Samariter
Samaria|Samaria
Saraipta|Sarepta
Sarra|Sarra (Sara)
Satana|Satan
Saudauma|Sodoma
Saudaumeis|die Sodomiter
Saulaumon|Salomon
Saur|der Syrer
Saura|Syrien
Saurini|Syrerin, Saurini Fynikiska, phönizische Syrerin
Seidona|Sidon
Seidoneis|die Sidonier
Seimon|Simon
Seimonus|Simon
Seina|Sina
Sem|Sem
Seþ|s. (gen. Sedis), Seth
Silbanus|Silvanus
Siloam|Siloam (Siloe)
Sion|Sion
Skyþus|Scythe
Soseipatrus|Sosipater
Staifanus|Stephanus
Sunjaifriþas|Neap. Urkunde
Susanna|Susanna
Symaion|Simeon
Syntyke|(acc. -kein), Syntyche
Syria|Syrien
Tairtius|Tertius
Taitrarkes|Fremdw., Tetrarch, Vierfürst
Teibairius|Tiberius
Teimaius|Timäus
Teimauþaius|Timotheus
Teitus|Titus
Tibairiadeis|die Einwohner der Stadt Tiberias
Tibairias|(dat. Tibairiadau), die Stadt Tiberias
Tobeias|Tobias
Trakauneitis|(gen. Trakauneitidaus), Trachonitis
Trauas|(dat. Trauadai), Troas
Tykeikus|Tychikus
Tykekus|s. Tykeikus
Tyra|Tyrus
Tyreis|die Tyrer
Ufitahari|Neap. Urk
Wereka|Werika
Wiljariþ|Wiljarith
Xafira|Kafira
Xreskus|Kreskes
Xristus|Christus. -- Comp. ga-liuga-xristus
Ymainaius|Hymenäus
Zaibaidaius|Zebedäus
Zakarias|Zacharias
Zakkaius|Zachäus
Zauraubabil|Zorobabel
Zaxarias|s. Zakarias
Zaxxaius|Zachai
aba|Mann, Ehemann
abba|Fremdwort, Abba, Vater
abraba|stark, sehr
abrs|stark, heftig
af|(abu statt af-u, fragend, vgl. -u), 1. ab, von, von -- her, von --herab, von -- hinauf, von -- weg
afagjan|abschrecken, abängstigen
afaikan|redupl. v., absagen. leugnen, verleugnen
afairzjan|irre machen, verführen
afar|1. zeitlich: nach; 2. local und zeitbestimmend: nach, hinter -- her; nach, gemäsz, zufolge
afardags|der Nachtag, folgende Tag
afargaggan|nachgehen, nachfolgen
afarlaistjan|hinterher gehen, nachfolgen
afarsabbatus|der Nachsabbat
afdailjan|abteilen, einen Teil abgeben
afdaubnan|taub, verstockt werden
afdauiþs|part.-praet. zu einem vorausgesetzten afdojan sterben machen, zu Grunde richten: plur afdauidai
afdauþjan|töten
afdobnan|verstummen
afdomeins|Verdammung
afdomjan|aburteilen, verurteilen, verdammen. richten
afdrausjan|herabwerfen, hinabstürzen
afdrugkja|Trinker, Trunkenbold
afdumbnan|verstummen
afetja|Fresser
affilhan|verbergen
afgaggan|weggehen, weichen
afgiban|weggeben
afgrundiþa|Abgrund
afgudei|Gottlosigkeit
afguþs|abgöttisch, gottlos
afhaban|abhalten: -- sik af c. dat. sich von etwas fern halten, enthalten
afhaimeis|von der Heimat entfernt, abwesend
afhamon|die Bekleidung ablegen, ausziehen
afhlaþan|beladen
afholon|betrügen
afhrainjan|reinigen, etwas Verunreinigendes tilgen
afhrisjan|abschütteln
afhugjan|verblenden, bezaubern
afhwapjan|etwas ersticken, etwas auslöschen
afhwapnan|ersticken, erlöschen
aflageins|Erlasz
aflagjan|ablegen
afleitan|s. afletan
afleiþan|weggehen, fortgehen
afletan|von sich lassen, entlassen
aflets|Erlasz, Vergebung
aflifnan|übrigbleiben, verbleiben
aflinnan|fortgehen, weichen
afmaitan|abhauen
afmarzeins|Aergernis, Betrug
afmarzjan|ärgern
afmauiþs|ermüdet
afniman|etwas abnehmen, wegnehmen
afqiþan|absagen, entsagen
afsateins|Absetzung
afsatjan|absetzen, entsetzen, entlassen
afskaidan|scheiden, absondern, trennen
afskiuban|etwas von sich schieben, von sich stoszen, verstoszen
afslahan|abschlagen, abhauen
afslaupjan|abstreifen
afslauþjan|in Angst versetzen
afslauþnan|sich entsetzen
afsneiþan|abschneiden, töten
afstandan|abstehen, sich abwenden, abfallen
afstass|Abstand, Abfall
afswaggwjan|schwankend, ängstlich machen
afswairban|abwischen, auslöschen
afta|nach, dahinten, zurück
aftana|von hinten
aftaro|von hinten
aftaurnan|sich abtrennen
aftiuhan|fortziehen
aftra|zurück, rückwärts
aftraanastodeins|Wiederanfang, Erneuerung
aftuma|der letzte, hinterste
aftumists|der letzte
afwagjan|wegbewegen
afwairpan|abwerfen, wegwerfen, wegschaffen
afwalwjan|abwälzen, wegwälzen
afwandjan|abwenden, wegwenden
afþaursjan|dürsten
afþliuhan|fliehen
afþwahan|abwaschen, sich abwaschen
aggelus|s. aggilus
aggilus|Engel, Bote
aggwiþa|Enge, Angst, Bedrängnis, T'rübsal
aggwjan|beengen
aggwus|eng
agis|(gen. agisis), Furcht, Angst, Schrecken
aglaitei|Unschicklichkeit, Unzucht
aglaitgastalds|nach schändlichem Gewinn trachtend, habsüchtig
aglaiti|Unschicklichkeit, Unzucht
aglaitiwaurdei|unschickliche Rede
agliþa|Trübsal, Schmerz
aglo|Trübsal, bedrängnis
agls|unschicklich, schimpflich
agluba|schwer, schwerlich
aglus|schwer, schwierig
aha|Sinn, Verstand
ahaks|Taube
ahana|Spreu
ahei|Verständigkeit
ahjan|glauben, wähnen
ahma|Geist
ahmateins|das Wehen des Geistes, Eingebung
ahmeins|geistig, geistlich
ahs|Aehre
ahtau|acht
ahtaudogs|achttägig
ahtautehund|achtzig
ahtuda|der achte
ahwa|Wasser, Wassergusz, Flusz
aiban|s. aigan
aibr|Gabe, Opfergabe
aiffaþa|Fremdw., werde geöffnet, öffne dich
aigan|praet.-praes. (aih, aihta, aigands), haben, besitzen
aigin|Eigentum, Vermögen
aihan|s. aigan
aihtron|sich erbitten, erbetteln
aihtrons|Bitte, Gebet
aihts|Eigentum
aihwatundi|Dornstrauch
aikklesjo|Kirche
ailoe|Fremdw., Eloi, mein Gott
ainabaur|der Eingeborne
ainaha|einig, einzig
ainakls|einzeln, verlassen
ainamundiþa|Einmütigkeit, Einigkeit, Einheit
ainfalþaba|einfältig
ainfalþei|Einfalt, Gutmütigkeit
ainfalþs|einfältig
ainhwarjizuh|Jeder, ein Jeder
ainhwaþaruh|Jeder von beiden
ainlif|elf
ains|ein, ein einziger, ein gewisser
ainshun|(fem. ainohun), irgend Einer
aipiskaupei|Bischofsamt
aipiskaupus|Bischof
aipistaule|Brief
air|früh
airinon|Bote, Gesandter sein
airiza|der ältere, Vorfahr
airkniþa|gute Art, Reinheit
airus|Bote, Gesanter
airzei|Verführung, Betrug, Irrlehre
airzeis|irre, verführt
airziþa|Verführung, Betrug, Irrtum
airzjan|irre führen, verführen, betrügen
airþa|Erde, Land, Gegend
airþakunds|irdisch, irdischer Abkunft
airþeins|von Erde, irden
aistan|sich vor Jemand scheuen
aiwaggeli|Evangelium, gen. aiwaggeljis
aiwaggelista|Evangelist
aiwaggeljan|das Evangelium verkündigen
aiwaggeljo|das Evangelium
aiweins|ewig
aiwiski|Schande, Beschämung
aiwiskon|schändlich handeln
aiwlaugia|freiwillige Gabe
aiws|Zeit, Ewigkeit
aiwxaristia|Fremdw., Dank
aiz|Erz, Geld
aizasmiþa|Erzschmid, Schmid
aiþei|Mutter
aiþs|Eid, gen. ailis
aiþþau|oder
ajukduþs|Zeit, Ewigkeit
ak|sondern, aber, denn
ake|s. akei
akei|aber
akeit|(oder akeits ?), Essig
aket|s. akeit
akran|Frucht
akranalaus|fruchtlos, ohne Frucht
akrs|Acker
alabalstraun|Fremdw., Alabastergefäsz
alabrunsts|Brandopfer
alakjo|ingesamt, zusammen
alamans|das ganze Menschengeschlecht, die Menschheit
alan|aufwachsen, durch Nahrung grosz werden, um sich greifen
alaþarba|ganz arm, an Allem Mangel leidend
aldoma|Alter
alds|Alter, Menschenalter
aleina|Elle
alew|Oel
alewabagms|Oelbaum
alews|fairguni alewjo - der Oelberg
alhs|Tempel
aliþs|s. aljan
alja|1. als (nach Negationen), auszer; 2. auszer
aljakuns|anderswoher stammend, fremd
aljaleiko|anders
aljaleikos|anders
aljaleikoþs|anders gebildet, bildlich ausgedrückt: aljaleikodos (-leikaidos Ms.)
aljan|Eifer
aljanon|eifern
aljar|anderswo
aljaþ|anderswohin
aljaþro|anderswoher
aljis|ein anderer
allandjo|völlig
allawaurstwa|volles Werk habend durchgebildet, vollkommen
allawerei|volle Aufrichtigkeit
allaþro|von allen Seiten her
allbrunsts|Brandopfor
allis|1. überhaupt, gar; 2. conj., stets nachgesetzt: denn; u. ö. allis -- iþ zwar -- aber
alls|all, ganz, jeder
allwaldands|Allmächtiger
alþeis|alt
alþs|s. alds
amen|Fremdw., Amen, Wahrlich
ams|Schulter
amsa|s. ams
an|Fragpartikel, denn
ana|1. die Richtung nach einen Gegenstande angebend in der Bedeutung: an, auf, über, zu, in; 2. Adverb; örtlich, darauf
anaaukan|v. hinzufügen, fortfahren
anabiudan|entbieten, befehlen, anordnen
anabusns|Gebot, Befehl, Auftrag, Vorschrift
anadrigkan|sik, sich betrinken, berauschen
anafilh|Ueberlieferung, Vorschrift, Hinterlage, Empfehlen
anafilhan|übergeben, gebon, überliefern
anagaggan|herbeikommen, künftig sein
anahaban|anhaben, inne haben
anahaimeis|daheim, in der Heimat befindlich, anwesend
anahaitan|anrufin
anahamon|die Bekleidung anlegen, anziehen
anahnaiwjan|etwas neigen, niederlegen
anahneiwan|sich neigen, sich bücken
anahweilan|beruhigen, erquicken
anakaurjan|beschweren, belästigen
anaks|plötzlich, sogleich
anakumbjan|sich niederlegen, sich zu Tische legen, sich lagern
anakunnains|Lesung
anakunnan|lesen
analageins|Auflegung
analagjan|auflegen
analatjan|Jemand lässig machen, abhalten, hindern
analaugnei|Verborgenheit
analaugniba|verborgen, im Geheimen
analaugns|verborgen
analeiko|ähnlich
anamahtjan|Gewalt antun, beleidigen, schmähen, beschädigen
anamahts|angethane Gewalt
anameljan|aufschreiben
anaminds|Vermutung
anananþjan|wagen, Mut haben
ananauþjan|nötigen, zwingen
ananiujan|(praet. ananiwida), erneuern
ananiujiþa|Erneuerung
anapraggan|bedrängen
anaqiman|hinzukommen, über Jemand kommen
anaqiss|Lästerung
anaqiujan|wieder erwecken, lebendig machen
anaqiþan|lästern, schmähen
anasilan|schweigen, ruhig sein
anasiuns|sichtbar
anaslawan|still werden
anaslepan|einschlafen, entschlafen
anastodeins|Anfang
anastodjan|anfangen, anheben
anatimrjan|aufzimmern, aufbauen
anatrimpan|hinzutreten, drängen
anawairþs|zuküftig
anawammjan|einen Schandfleck anhnängen, tadeln
anawiljei|Willigkeit, Sittsamkeit, Bescheidenheit
anaþaima|Fremdw., Anathema, ein Verfluchter
anaþiwan|dienstbar machen, in Dienstbarkeit bringen
anaþrafstjan|trösten, erquicken
and|an, auf etwas hin, an etwas herab, entlang
andabauhts|Lösegeld
andabeit|Tadel
andahafts|Antwort, Verantwortung, Verteidigung, Urteil, Beschlusz
andahait|Bekenntnis
andalauni|Lohn, Gegenlohn, Vergeltung
andanahti|Abend
andaneiþs|entgegen, zuwider, feindlich
andanem|Annahme, das Empfangen
andanemeigs|gern annehmend, festhaltend
andanems|angenehm, wolgefällig, gnädig
andanumts|Annahme, Aufnahme, Hinaufnahme
andasets|verabscheuungswürdig
andastaua|Widersacher, Gegner vor Gericht
andastaþis|Widersacher
andaugi|Antlitz
andaugiba|ins Angesicht: offen, offenbar, öffntlich, frei heraus
andaugjo|offen, offenbar, öffentlich
andawaurdi|Antwort
andawizns|Unterhalt
andawleizn|Angezicht
andaþahts|bedächtig, vernünftig
andbahti|Amt, Dienst
andbahtjan|dienen, ein Amt ausüben, einen Dienst leisten
andbahts|Diener
andbeitan|schelten, bedrohen, verweisen, hart anfahren
andbindan|entbinden, losbinden
andbundnan|gelöst werden, sich lösen
andeis|Ende
andesaihwan|ansehen, berücksichtigen, beachten
andhafjan|antworten
andhaitan|bekennen
andhamon|Entkleidung
andhausjan|erhören, hören
andhruskan|erforschen, untersuchen, nachfragen
andhugjan|erwägen, bedenken
andhuleins|Enthüllung, Offenbarung, Erleuchtung
andhuljan|enthüllen, aufdecken, offenbaren
andilaus|endlos
andizuh|anders, sonst
andletnan|entlassen werden, abscheiden
andniman|annehmen, aufnehmen, mitnehmen, nehmen, empfangen, erhalten, wieder erhalten, zu sich nehmen, genieszen
andqiþan|Lebewol sagen, Abschied nehmen
andrinnan|entgegenrennen, streiten
andsakan|bestreiten
andsatjan|entgegensetzen
andsitan|scheuen, fürchten
andspeiwan|verschmähen
andstald|Darreichung, Dienstleistung, Beistand
andstaldan|mit etwas versehen, etwas geben, darreichen
andstandan|entgegenstehen, widerstehen, widerstreiten
andstaurran|anfahren, bedrohen
andtilon|Jemand anhängen
andwairþi|Preis?
andwairþis|gegenüber
andwairþs|gegeenwärtig
andwasjan|entkleiden
andwaurdjan|antworte, widersprechen
andweihan|widerstreiten
andþagkjan|-- sik: sich besinnen, sich erinnern
anno|Sold, Jahrgeld
anrali|Schweisztuch
ans|Balken
ansteigs|gnädig
ansts|Gunst, Gnade
anþar|ein anderen zweiter
anþarleikei|Verschiedenheit
anþarleiko|anders, verschieden
apaustaulei|Apostelamt
apaustaulus|Fremdw., Apostel, Bote
apaustulus|s. apaustaulus
aqizi|Axt
ara|Aar, Adler
arbaidjan|arbeiten, sich abarbeiten, dulden, leiden
arbaiþs|Arbeit, Bedrängnis, Not
arbi|das Erbe, Erbschaft
arbinumja|Erbnehmer, Erbe
arbja|der Erbe
arbjo|Erbin
arhwazna|Pfeil
arjan|ackern, pflügen
arka|Arche, Kasten, Geldkasten
arkaggilus|Erzengel
armahairtei|Barmherzigkeit
armahairtiþa|Barmherzigkeit Almosen
armahairts|barmherzig
armaio|Barmherzigkeit, Erbarmen
arman|sich erbarmen
arms|der Arm
arniba|sicher, behutsam
aromata|Fremdw., Spezereien
arwjo|umsonst
asans|Erntezeit, Sommer, Ernte
asiluqairnus|Eselsmühle, Mühlstein
asilus|Esel
asneis|Mietling, Taglöhner
assarjus|kleines As, Pfennig
astaþs|Wahrheit, gewisser Grund
asts|Ast, Zweig
at|Grundbedeutung: bei, zu; 1. räumlich und zeitlich; bei zu, an, von; 2. nur von der Zeit: auf; at dulþ auf das Fest, at mel auf die Zeit, zur Zeit, at maurgin waurþanana auf den Morgen, als es Morgen wurde
ataugjan|zeigen, sich zeigen (mit Acc. oder refl. sik)
ataþni|Jahr
atbairan|herbeibringen
atdriusan|zufallen, fallen
atfarjan|hinabfahren (zu Schiff)
atgaggan|hinzugehen, hinzukommen, hergehen, kommen
atgaggs|Zugang
atgaraihtjan|einrichten
atgiban|hingeben, geben, übergeben
athaban|-- sik sich zu Jemand halten, zu ihm hingehen, sich nähern
athafjan|herabnehmen
athahan|hinabhängen, hinunterlassen
athaitan|herzu-, herbeirufen, rufen, berufen
atisk|Saat, Saatfeld
atkunnan|zuerkennen, gewähren
atlagjan|hinlegen, anlegen
atlaþon|einladen, berufen
atligan|vorliegen, naheliegen
atnehwjan|sich nähern
atniman|annehmen, aufnehmen
atrinnan|hinzurennen, hinzulaufen
atsaihwan|auf etwas sehen, achten
atsatjan|darstellen
atsnarpjan|benagen, kosten
atstandan|dabeistehon, hinzukommen, hinzutreten
atsteigan|herabsteigen, steigen
atta|Vater, Vorfahr
attekan|anrühren, berühren
attiuhan|herbeiziehen, herbringen, hinführen
atwairpan|hinwerfen, werfen
atwalwjan|hinzuwälzen
atwandjan|zuwenden
atwisan|da sein
atwitains|Wahrnehmung
atwopjan|herbeirufen
atþinsan|herziehen, ziehen
audagei|Seligkeit
audagjan|selig preisen
audags|selig
audahafts|beseligt, beglückt
aufto|etwa, vielleicht, allerdings, freilich
augadauro|Fenster
augjan|zeigen
augo|Auge
auhjodus|Lärm, Getümmel, Aufruhr
auhjon|lärmen
auhns|Ofen
auhsa|Ochs
auhuma|alter Superl., erhaben, höher
auk|denn, aber
aukan|mehren, sich mehren
auknan|sich mehren
aurahi|Grab, Grabhöhle
aurkeis|Krug
aurtigards|Krautgarten, Garten
aurtja|Gärtner
auso|Ohr
auþida|Wüste
auþs|öde, wüst, einsam, unfruchtbar
aweþi|Schafherde
awiliud|Gnade, Dank, Danksagung
awiliudon|danken, preisen
awiliuþ|s. awiliud
awistr|Schafstall
awo|Groszmutter
azetaba|gern, leicht
azeti|Leichtigkeit, Annehmlichkeit
azets|leicht
azgo|Asche
azymus|Fremdw., ungesäuertes Brod
aþn|Jahr
aþþan|aber, doch, aber doch, aber nun, denn
badi|Bett
bagms|Baum
bai|beide
baidjan|gebieten, zwingen
bairabams|Maulbeerbaum
bairan|tragen
bairgahei|Berggegend, Gebirge
bairgan|bergen, bewahren
bairhtaba|hell, klar, deutlich, offenbar
bairhtei|Helle, Klarheit
bairhtjan|offenbaren
bairhts|hell, offenbar, deutlich
baitraba|bitter, bitterlich
baitrei|Bitterkeit
baitrs|bitter
bajoþs|beide
balgs|Schlauch
balsagga|Hals, Nacken?
balsan|Balsam
balwawesei|Bosheit
balweins|Qual, Pein
balwjan|quälen
balþaba|kühn, dreist
balþei|Kühnheit, Zuversicht
balþjan|kühn sein, wagen
bandi|Band, Fessel
bandja|der Gefangene
bandwa|Zeichen
bandwjan|ein Zeichen geben, anzeigen, andeuten, zu wissen tun
bandwo|Zeichen
banja|Wunde, Geschwür
bansts|Scheuer
barbarus|Barbar, Ausländer
barizeins|gersten, von Gerste bereitet
barms|Schosz, Busen, Brust
barn|Kind (Knabe, Mägdlein)
barnilo|Kindheit, Söhnchen
barniskei|Kinderei, kindisches Wesen
barniski|Kindheit
barnisks|kindisch
barusnjan|kindlich ehren
batists|der beste
batiza|besser
bauains|Wohnung
bauan|wohnen, bewohnen
baur|der Geborene
baurei|Bürde?
baurgja|Bürger
baurgs|Burg, Stadt
baurgswaddjus|Stadtmauer
baurþei|Bürde, Last
bauþs|stumm, taub
beidan|etwas erwarten, auf etwas warten
beist|Sauerteig
beitan|beiszen
berusjos|Eltern
bi|bei, um; 1. bei, um, umher, gegen; über, von; in Betreff, um -- willen. (bi þatei weil), gemäsz; bei Zeitbestimmungen: um, nach, unter; bei Zahlen: je; 2. bei, an, von, wegen; in, zu; nach, gemäsz zufolge. adv. bi þamma auf dieselbe Weise, ebenso
biabrjan|sich entsetzen, staunen
biarbaidjan|trachten, streben
biaukan|vermehren, hinzufügen
biauknan|vermehrt werden, sich mehren, zunehmen
bibaurgeins|Befestigung, Lager
bibindan|umbinden
bida|Bitte, Gebet
bidagwa|Bettler
bidjan|bitten beten, betteln; Comp. ga-, us-bidjan
bidomjan|beurteilen, verurteilen
bifaihon|übervorteilen, überlisten, hintergehen
bifaihons|Übervorteilung, acc. bifaihon
bigairdan|umgürten
bigitan|finden, erlangen, antreffen
bigraban|mit einem Graben umgeben
bihait|Streit
bihaitja|ein streitsüchtiger Mensch, Prahler
bihlahjan|verlachen
bihwairban|umdrängen
bihwe|an was, woran
Bijands|bijandzuþþan: zugleich aber auch
bikukjan|küssen, mit Küssen bedecken
bilaibjan|übrig lassen
bilaigon|belecken
bilaikan|verspotten
bileiban|bleiben
bileiþan|lassen, verlassen, hinterlassen., zurücklassen
bimait|Beschneidung
bimaitan|beschneiden
bimampjan|verspotten, verhöhnen
binauhan|im, dürfen, erlaubt sein, müssen
bindan|binden
biniman|wegnehmen, stehlen
biniuhsjan|nachspüren
biqiman|überfallen
biraubon|berauben
bireikei|Gefahr
bireks|gefährdet
birinnan|umdrängen, umgeben
birodeins|Gerede, Verläumdung
birodjan|murren, sich unwillig äuszern
birunains|Anschlag, geheimer Beschlusz
birusjos|s. berusjos
bisaihwan|sehen, ansehen umherblicken
bisatjan|besetzen, umgeben
bisauleins|Befleckung
bisauljan|beflecken
bisaulnan|befleckt, verunreinigt werden
bisitan|herumsitzen, umherwohnen
biskaban|schaben, scheeren
biskeinan|umleuchten
bismeitan|beschmieren, bestreichen
bisniwan|mit faur, Jemand zuvoreilen
bispeiwan|bespeien, anspeien
bistandan|umstehen, herumstehen
bistiggqan|s. bistigqan
bistigqan|anstoszen
bistuggq|s. bistugq
bistugq|Anstosz
bisunjane|umher, rings umher
biswairban|abwischen, trocknen
biswaran|beschwören
bitiuhan|mitführen, mit sich umherführen
biuds|Tisch
biugan|beugen
biuhti|Gewohnheit
biuhts|gewohnt, gebräuchlich
biuþs|s. biuds
biwaibjan|umwinden, umgehen umkleiden
biwandjan|vermeiden
biwindan|umwinden, einwickeln
biwisan|sich vergnügen
biþagkjan|bedenken, denken
biþe| und biþeh: 1. nachher, darnach, späterhin; 2. als, nachdem, wenn, sobald als
biþragjan|herbeilaufen
biþwahan|sich waschen
blandan|mit sik: sich vermischen, Gemeinschafthaben
blauþjan|aufheben, abschaffen
bleiþei|Güte
bleiþeins|Erbarmen
bleiþjan|Mitleid hegen, barmherzig sein
bleiþs|mitleidig, gütig, barmherzig
bliggwan|schlagen (bläuen), geiszeln
blinds|blind
bloma|Blume
blotan|verehren
blotinassus|Verehrung, Dienst, Gottesdienst
bloþ|Blut
bloþarinnands|blutflüssig
bnauan|zerreiben
boka|im sing. Buchstabe
bokareis|Schreiber, Schriftgelehrter
bota|Nutzen
botjan|nützen. Compos. ga-botjan
brahw|das Blinken
braidei|Breite
braiþs|breit
brakja|Kampf
briggan|(praet. brahta), bringen, führen
brikan|brechen, zerbrechen
bringan|s. briggan
brinnan|brennen
brinno|Fieber
broþar|Bruder
broþrahans|Brüder
broþralubo|Bruderliebe
brukjan|(praet. bruhta), brauchen, gebrauchen, genieszen
bruks|brauchbar, nützlich
brunjo|Panzer
brunna|Brunnen, Quell
brusts|Brust
bruþfads|s. bruþfaþs
bruþfaþs|Bräutigam
bruþs|Braut, Schwiegertochter
bugjan|(praet. bauhta), kaufen
byssus|feine Leinwand
daddjan|säugen
dags|Tag
daigs|Teig
daila|Teilnahme, Gemeinschaft
dailjan|teilen, mitteilen, zuteilen
dails|Teil Anteil
daimonareis|der Besessene
dal|Tal
dalaþ|abwärts, nieder, hinab, hinunter
dalaþa|unten
dalaþro|von unten
damasks|damaskenisch
daubei|Taubheit, Verstockheit
daubiþa|Taubheit, Verstockheit
daubs|taub, verstockt
daufs|s. daubs
dauhtar|Tochter
dauhts|Gastmahl
dauns|Dunst, Geruch
daupeins|Taufe
daupjan|taufen
daur|Tor, Tür, Pforte
daurawarda|Türhüterin
daurawardo|Türhüterin
daurawards|Türhüter
dauro|(nur im plur.), Tor, Tür
dauþeins|Todesgefahr
dauþjan|töten, ertöten
dauþs|s. *dauds
dauþubleis|zum Tode bestimmt
dauþus|Tod
deds|s. gadeþs
deigan|kneten, aus Ton formen
diabaulus|Teufel
diabula|Verläumderin
diabulus|s. diabaulus
diakaunus|Diakon
digan|s. deigen
digrei|Dichte, Menge, Ueberflusz
dis|untrennbares Partikel in der Bedeutung: zer-, ver-, oder verallgemeinernd
disdailjan|teilen, verteilen, zerteilen
disdriusan|befallen
dishaban|behaften, ergreifen
dishniupan|etwas zerreiszen, zerbrechen
dishnupnan|zerrissen werden, zerreiszen
dishuljan|verhüllen, bedecken
diskritnan|s. disskritnan
disniman|zusammen nehmen, besitzen
dissigqan|untersinken, untergehen
dissitan|überfallen
disskaidan|zerteilen, aus einander halten, aufhalten
disskreitan|etwas zerreiszen
disskritnan|intrans. zerreiszen
distaheins|Zerstreuung
distahjan|zerstreuen
distairan|aus einander zerren, zerreiszen
distaurnan|zerreiszen
diswilwan|auseinander
diswinþjan|auseinander werfen
diswiss|Auflösung
diupei|Tiefe
diupiþa|Tiefe
diups|tief
dius|wildes Tier
diwan|sterben
dobs|s. gadofs
dofs|s. *dobs
domjan|urteilen
doms|Urteil, Erkenntnis
dragan|tragen, aufladen
draggk|s. dragk
draggkjan|s. dragkjan
dragk|Trank
dragkjan|tränken
draibjan|treiben
drakma|Drachme
drauhsna|Brocken, Stücklein, Bissen
drauhtinassus|Kriegesdienst, Kampf
drauhtinon|Kriegesdienste tun
drauhtiwitoþ|Kriegesdienst, Kampf
dreiban|treiben, stoszen
driggkan|s. drigkan
drigkan|trinken
driugan|Kriegsdienste tun, kämpfen
driusan|fallen, herabfallen, niederfallen
driuso|Abhang
drobjan|trüben., irre machen, verwirren
drobna|Aufruhr, Empörung
drobnan|verwirret , beunruhigt werden
drugkanei|Trunkenheit, Völlerei
drunjus|Schall
drus|Fall
du|die Bewegung, die Richtung zu -- nach etwas hin; den Zweck, die Absicht, Folge; 1. zu, bei, in, für, von, nach, in Bezug auf, in Vergleich mit, in Verhältnis zu, gegen; 2. in Verbindung mit Infinitiven, zu; du hailjan; 3. hinzu
dugan|taugen
dugawindan|verwickeln
duginnan|beginnen, anfangen
duhwe|wozu, warum
dulgahaitja|Gläubiger
dulgs|Schuld
dulþjan|ein Fest feiern, Ostern halten
dulþs|Fest, besonders Osterfest
dumbs|stumm
durinnan|hinzurennen, hinzulaufen
dustodjan|anfangen
duwakan|wacken
duþe|zusammengesetzt aus du und þe: auch duþei
dwalawaurdei|törichtes Gerede
dwaliþa|Torheit
dwalmon|töricht, wahnsinnig sein
dwals|töricht
eisarn|Eisen: eisarna bi fotuns gabugana und þo ana fotum eisarna Fuszfesseln
